code,course,university,stream,colombo,gampaha,kaluthara,matale,kandy,nuwara_eliya,galle,matara,hambantota,jaffna,kilinochchi,mannar,mallaitivu,vavuniya,trincomalee,batticaloa,ampara,puttalam,kurunegala,anuradhapura,polonnaruwa,badulla,monaragala,kegalle,ratnapura,course_code,uni_code,subjects,medium,degree,duration
129C,AQUATIC BIORESOURCES,university_of_sri_jayewardenepura,arts,0.9948,0.9053,0.9971,1.0222,0.903,0.8039,1.0298,1.0473,0.9898,1.0092,0.4255,0.6466,0.2688,0.4914,1.0188,1.0027,1.0239,1.0129,0.9872,0.7674,0.7851,1.0269,0.9317,0.9524,1.0596,129,C,physics|chemistry|biology,english,Bachelor of Science in Aquatic Bioresources|Bachelor of Science Honours in Aquatic Bioresources,3|4
130C,URBAN BIORESOURCES,university_of_sri_jayewardenepura,arts,0.9212,0.8691,0.9196,0.6956,0.8637,0.8359,0.9164,0.8846,0.9312,0.9026,0.5758,0.4002,0.2215,0.5226,0.8893,0.9318,0.8452,0.8796,0.9011,0.8311,0.5741,0.9336,0.776,0.8632,0.9339,130,C,physics|chemistry|biology,english,Bachelor of Science in Urban Bioresources|Bachelor of Science Honours in Urban Bioresources,3|4
112B,SOCIAL WORK *,university_of_peradeniya,arts,1.7406,1.7406,1.7406,1.7406,1.7406,1.7406,1.7406,1.7406,1.7406,1.7406,1.7406,1.7406,1.7406,1.7406,1.7406,1.7406,1.7406,1.7406,1.7406,1.7406,1.7406,1.7406,1.7406,1.7406,1.7406,112,B,economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean,english,Bachelor of Social Work Honours,4
112C,SOCIAL WORK *,university_of_jayewardenepura,arts,1.7406,1.7406,1.7406,1.7406,1.7406,1.7406,1.7406,1.7406,1.7406,1.7406,1.7406,1.7406,1.7406,1.7406,1.7406,1.7406,1.7406,1.7406,1.7406,1.7406,1.7406,1.7406,1.7406,1.7406,1.7406,112,B,economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean,english,Bachelor of Social Work Honours,4
114U,HUMAN RESOURCE DEVELOPMENT,uva_wellassa_university_of_sri_lanka,none,1.4547,1.5194,1.5484,1.4874,1.5068,1.5932,1.5069,1.5685,1.5405,1.585,1.4034,1.5134,1.6342,1.5338,1.62,1.6307,1.6306,1.5059,1.4899,1.5903,1.5768,1.5481,1.471,1.5602,1.5859,114,U,economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean|biology|chemistry|physics|higher_mathematics|business_studies|engineering_technology|science_for_technology|biosystems_technology,english,Bachelor of Business Management Honours in Human Resource Development,4
137A,PRIMARY EDUCATION,university_of_colombo,none,1.6439,1.6156,1.7845,1.6044,1.5117,1.342,1.772,1.7508,1.8209,NQC,NQC,NQC,NQC,1.4394,1.2086,NQC,1.6301,1.6895,1.7891,1.7765,1.764,1.6551,1.8318,1.6771,1.772,137,A,economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean|biology|chemistry|physics|higher_mathematics|business_studies|engineering_technology|science_for_technology|biosystems_technology,sinhala,Bachelor of Education Honours in Primary Education,4
022R,MANAGEMENT STUDIES (TV) - A [Commerce Stream],university_of_vavuniya_sri_lanka,commerce,1.2023,1.2049,1.2033,1.201,1.1625,1.0434,1.2065,1.2161,1.0953,0.997,NQC,0.8942,NQC,0.9386,0.9882,0.9627,0.8539,1.0267,1.2026,1.0602,NQC,1.053,1.2105,1.2073,1.1698,22,R,business_studies|economics|accounting,english,Bachelor of Business Management|Bachelor of Business Management Honours in Accounting & Finance|Bachelor of Business Management Honours in Marketing Management|Bachelor of Business Management Honours in Business Economics|Bachelor of Business Management Honours in Human Resource Management|Bachelor of Business Management Honours in Entrepreneurship,4
022W,MANAGEMENT STUDIES (TV) - A [Commerce Stream],eastern_university_trincomalee_campus,commerce,1.2033,1.2105,1.1953,NQC,1.1625,1.1482,1.2073,1.2137,1.1002,1.0356,NQC,NQC,1.0306,NQC,NQC,0.9706,0.8507,1.1034,1.2001,1.0656,0.9578,1.0556,1.1642,1.2073,1.1658,22,W,business_studies|economics|accounting,english,Bachelor of Science Honours in Management|Bachelor of Science Honours in Marketing Management|Bachelor of Science Honours in Human Resource Management|Bachelor of Science Honours in Information Systems|Bachelor of Science Honours in Accountancy and Finance|Bachelor of Science in Management,4
022R,MANAGEMENT STUDIES (TV) - B [Any subject combination],university_of_vavuniya_sri_lanka,none,1.2904,1.2981,1.2887,1.3016,1.2892,1.3037,1.2988,NQC,1.2945,1.4627,1.2987,NQC,NQC,1.5884,1.3053,1.3428,1.2907,1.2874,1.2946,NQC,NQC,1.3426,1.3089,1.2908,1.2885,22,R,economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean|biology|chemistry|physics|higher_mathematics|business_studies|engineering_technology|science_for_technology|biosystems_technology,english,Bachelor of Business Management|Bachelor of Business Management Honours in Accounting & Finance|Bachelor of Business Management Honours in Marketing Management|Bachelor of Business Management Honours in Business Economics|Bachelor of Business Management Honours in Human Resource Management|Bachelor of Business Management Honours in Entrepreneurship,4|4|4|4|4|4
022W,MANAGEMENT STUDIES (TV) - B [Any subject combination],eastern_university_trincomalee_campus,none,1.2159,1.2487,1.2768,1.2867,1.2773,1.3021,1.2916,1.2771,1.2813,1.1295,NQC,1.2037,1.2545,1.2256,1.2847,1.2771,1.2954,1.3047,1.2855,1.2699,1.2496,1.2755,1.2845,1.2809,1.2956,22,W,economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean|biology|chemistry|physics|higher_mathematics|business_studies|engineering_technology|science_for_technology|biosystems_technology,english,Bachelor of Science Honours in Management|Bachelor of Science Honours in Marketing Management|Bachelor of Science Honours in Human Resource Management|Bachelor of Science Honours in Information Systems|Bachelor of Science Honours in Accountancy and Finance|Bachelor of Science in Management,4
029W,COMMUNICATION STUDIES *,eastern_university_trincomalee_campus,arts,1.2513,1.2513,1.2513,1.2513,1.2513,1.2513,1.2513,1.2513,1.2513,1.2513,1.2513,1.2513,1.2513,1.2513,1.2513,1.2513,1.2513,1.2513,1.2513,1.2513,1.2513,1.2513,1.2513,1.2513,1.2513,29,W,economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean,english,Bachelor of Arts in Communication Studies|Bachelor of Arts in Languages,3
131C,FINANCIAL ECONOMICS,university_of_sri_jayewardenepura,arts,1.7861,1.8033,1.7474,1.7436,1.7396,1.6015,1.6715,1.7703,1.7065,1.385,0.6676,1.3292,1.157,1.3671,1.7197,1.664,1.4695,1.6512,1.7243,1.7457,1.6685,1.4923,1.7343,1.7955,1.6796,131,C,economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean|biology|chemistry|physics|higher_mathematics|business_studies|engineering_technology|science_for_technology|biosystems_technology,english,Bachelor of Arts Honours in Financial Economics,4
134C,CREATIVE MUSIC TECHNOLOGY & PRODUCTION,university_of_sri_jayewardenepura,none,1.4664,1.3472,1.529,1.4345,1.3496,1.5376,1.4877,1.5415,1.3978,1.3186,1.4384,1.3067,1.128,1.3544,1.2135,1.1438,1.3936,1.3514,1.4614,1.5486,1.4004,1.5367,1.5575,1.5581,1.4722,134,C,economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean|biology|chemistry|physics|higher_mathematics|business_studies|engineering_technology|science_for_technology|biosystems_technology,sinhala|english,Bachelor of Arts Honours in Creative Music Technology and Production,4
031D,PEACE & CONFLICT RESOLUTION *,university_of_kelaniya,arts,1.6514,1.6514,1.6514,1.6514,1.6514,1.6514,1.6514,1.6514,1.6514,1.6514,1.6514,1.6514,1.6514,1.6514,1.6514,1.6514,1.6514,1.6514,1.6514,1.6514,1.6514,1.6514,1.6514,1.6514,1.6514,31,D,economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean,english,Bachelor of Arts Honours in Peace and Conflict Resolution,4
063J,ISLAMIC STUDIES  *,south_eastern_university_of_sri_lanka,arts,1.0665,1.0665,1.0665,1.0665,1.0665,1.0665,1.0665,1.0665,1.0665,1.0665,1.0665,1.0665,1.0665,1.0665,1.0665,1.0665,1.0665,1.0665,1.0665,1.0665,1.0665,1.0665,1.0665,1.0665,1.0665,63,J,economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean,english,Bachelor of Arts in Islamic Studies,3
084J,ARABIC  LANGUAGE *,south_eastern_university_of_sri_lanka,arts,0.6901,0.6901,0.6901,0.6901,0.6901,0.6901,0.6901,0.6901,0.6901,0.6901,0.6901,0.6901,0.6901,0.6901,0.6901,0.6901,0.6901,0.6901,0.6901,0.6901,0.6901,0.6901,0.6901,0.6901,0.6901,84,J,economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean,english,Bachelor of Arts in Arabic Language,3
